"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11679_1#60","19084_8#67","19084_8#32","19084_7#95","19084_7#124","19084_7#111","13154_2#70","13154_2#37","11679_1#85","11658_8#9","11658_8#7","11657_8#42","11657_4#73","19084_7#90","19084_8#48","12291_4#3","19084_8#35","19084_7#170","19084_7#157","12291_3#73","12291_3#44","13091_6#76","19084_7#166","12838_1#77","12291_3#75","12291_3#51","11679_1#70","11657_8#55","11657_4#69","19084_7#159"
"group_15252","rmlD","dTDP-4-keto-L-rhamnose reductase",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_998","iga_2","immunoglobulin A1 protease",8,"","","","","","","",1,1,1,"1","","","","","1","","","","","1","1","","","","","","","","","","1","1","","1","","","","","1"
"group_4063","comA","competence factor transporting ATP-binding protein/permease ComA",8,"","","","","","","",1,1,1,"","1","1","1","","1","","","","","1","","","","1","1","","","","","","","","","","","","","","1"
"group_17362","atpF","proton-translocating ATPase F0 sector subunit b",8,"","","","","","","",1,1,1,"","","","1","","","","1","","","","","","","","1","","","","","","","1","","1","1","1","","1",""
"group_1343","","transposase",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1"
"group_10401","","DRTGG domain/CBS domain-containing protein",8,"","","","","","","",1,1,1,"1","","","","","","1","1","","","1","1","","","","","","","","","","","","1","","1","","1","",""
"group_14698","map","methionyl aminopeptidase",8,"","","","","","","",1,1,1,"1","","","","","","1","1","","","1","1","","","","","","","","","","","","1","","1","","1","",""
"group_9143","speA","ornithine decarboxylase family protein",8,"","","","","","","",1,1,1,"1","","","","","","1","","1","1","1","1","","","","1","","","","1","","","","","","","","","",""
"group_7373","","gamma-glutamylcysteine synthetase putative",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","1","1","1","1","1","1","","1"
"group_3460","","helix-turn-helix domain protein",8,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","1","1","1","","","","","","1","1","1","1"
"group_12114","scrK","fructokinase",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","1","1","1","","","1","","1","1","","","","1"
"group_11165","","YitT family protein",8,"","","","","","","",1,1,1,"","1","1","","","","1","","1","","","1","1","","","","","","","","1","","","","1","","","","",""
"group_428","IS1381-truncation","transposase-like protein IS1381 ISSpn7",8,"","","","","","","",1,1,1,"1","","","","","","1","1","","","1","","","","1","1","","","","","1","","","","","","","","","1"
"rex","","DNA-binding protein",8,"","","","","","","",1,1,1,"1","","","","","","1","1","","","1","","","","1","1","","","","","1","","","","","","","","","1"
"group_17005","","3-ketoacyl-ACP reductase",7,"","","","","","","",1,1,1,"1","","","","","","","1","","","","","1","","","","","","","","","1","","","1","1","","","1",""
"group_1608","","phage protein",7,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","1","","","","1","1","1","","","1","","1"
"group_4284","udg","UDP-glucose 6-dehydrogenase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","1","","1","1","1","1","1"
"group_20077","","AP2 domain protein",7,"","","","","","","",1,1,1,"","","","1","","","1","","","","","","","1","","","","","","","","","1","","1","","1","","","1"
"group_19953","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","1","1","","1","","","","","","1","","","1","","1","","","1","","",""
"group_6920","","IS66 family Orf1",7,"","","","","","","",1,1,1,"","","","","","","1","","1","","1","","","","","1","","","","","","1","","1","","","","","1",""
"group_14929","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","1","","","1","1","1","1","","","","","","","","","","1"
"group_6361","","Carbohydrate-binding family V/XII",7,"","","","","","","",1,1,1,"","","","1","1","1","1","","","","1","1","","","","","","","","","1","","","","","","","","",""
"group_11268","","bifunctional S24 family peptidase/transcriptional regulator",7,"","","","","","","",1,1,1,"","","1","","","","1","","","","","","","1","","","1","1","1","","","","","","","","","","","1"
"group_9084","","phage protein",7,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","1","","","1","1","1","1","","","","","","","","","","1"
"group_15214","","hypothetical protein",7,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","1","1","","","","1","","1","","1","","","1"
"group_9642","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","1","","","1","","1","","1","1","1",""
"group_14783","","Lj965 prophage major tail protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","1","1","1",""
"group_16619","","DNA-binding protein",7,"","","","","","","",1,1,1,"","","","1","1","","1","","","","","1","","1","","","","1","","","1","","","","","","","","",""
"group_14757","","conserved structural protein putative",7,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","1","","","1","","1","1","1","1","",""
"group_14536","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","1","","","1",""
"group_18713","","phage protein",7,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","1","1","","","","1","","1","","1","","","1"
"group_8862","hexA","DNA mismatch repair protein MutS",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","1"
"group_10847","","gp37",7,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","1","1","1","","","","1","","1","","1","",""
"group_15380","","phage protein",7,"","","","","","","",1,1,1,"","","1","","","","","","","1","","","","","","","1","1","1","1","","","","","","","","","","1"
"group_15891","","ParB-like nuclease domain",7,"","","","","","","",1,1,1,"","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","1","","","1",""
"group_15026","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","1","","","1",""
"group_7198","","FIG01118889  hypothetical protein",7,"","","","","","","",1,1,1,"1","","","","","","","","","1","","","","","","","","1","","","","","1","","1","","1","","","1"
"group_505","","PblB",7,"","","","","","","",1,1,1,"","","","1","1","","1","","","","1","1","","","","","","1","","","1","","","","","","","","",""
"group_4868","","phage protein",7,"","","","","","","",1,1,1,"","","1","","","","","","","1","","","","","","","1","1","1","1","","","","","","","","","","1"
"group_8744","","hypothetical protein",7,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","1","1","1","","","","1","","1","","1","",""
"group_6191","","phage terminase large subunit",7,"","","","","","","",1,1,1,"1","","","","","","","","","1","","","","","","","","1","","","","","1","","1","","1","","","1"
"group_10112","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","","","","","","","","","1","","","","","","","","1","","","","","1","","1","","1","","","1"
"group_14916","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","1","","","1",""
"group_86","IS1167-truncation","transposase",7,"","","","","","","",1,1,1,"","","","","","1","","","","","1","","","1","","","1","1","","","","","","","1","","1","","",""
"group_14452","","transcriptional regulator",7,"","","","","","","",1,1,1,"","","","","1","","","1","","","1","","","1","1","","","","","","1","1","","","","","","","",""
"group_7995","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","1","1","1","1","1","","","1"
"group_13045","ptsI","Phosphoenolpyruvate-protein phosphotransferase of PTS system",7,"","","","","","","",1,1,1,"","1","","","1","1","","","","","","","","1","1","","","","","1","","","","","","","","","1",""
"group_15956","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","1","1","1","1","1","","","1"
"group_10318","","putative integral membrane protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","1","1","1","","1","1","1"
"group_7823","cmtB","transcriptional regulator BglG family",7,"","","","","","","",1,1,1,"","","","","1","1","","","","","1","","","","1","1","","","","","","","1","","1","","","","",""
"group_2654","lepA","PTS system galactose-specific transporter subunit IIB",7,"","","","","","","",1,1,1,"","","1","","1","","","","","1","","","","","","1","","","","","","","1","","","","","","1","1"
"group_4491","glpO","alpha-glycerophosphate oxidase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","1","","","","","","","","","1","1","1","1","","","","1"
"group_385","wefE","transposase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","1","1","","1","1","1","","1","",""
"group_6529","rggD_2","putative transcriptional regulator",7,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","1","1","1","1","1","","","","","1","","","",""
"group_4182","comB","competence factor transport protein ComB",7,"","","","","","","",1,1,1,"","1","1","1","","1","","","","","1","","","","1","1","","","","","","","","","","","","","",""
"gph_2","","putative haloacid dehalogenase-like hydrolase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1",""
"group_4974","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","1","1","","","","","","","","","1","1","1","","","","","1","","","1","","","","","",""
"group_325","","transposase",7,"","","","","","","",1,1,1,"","","1","","","","","","","1","","","","","","","1","1","1","","","","1","","","","","","","1"
"pnpA","","polyribonucleotide nucleotidyltransferase",7,"","","","","","","",1,1,1,"","","","","1","","","1","","","1","","","1","1","","","","","","1","1","","","","","","","",""
"group_4894","","endonuclease/exonuclease/phosphatase family",7,"","","","","","","",1,1,1,"","","","","1","","","1","","","1","","","1","1","","","","","","1","1","","","","","","","",""
"group_14766","","conserved structural protein putative",6,"","","","","","","",1,1,1,"","","","1","1","","1","","","","1","1","","","","","","","","","1","","","","","","","","",""
"group_7613","yhdJ_2","adenine-specific methyltransferase",6,"","","","","","","",1,1,1,"","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","","","","1",""
"group_14761","","conserved structural protein putative",6,"","","","","","","",1,1,1,"","","","","","","","","1","1","","","1","1","","","","","","","","","","1","","1","","","",""
"group_11475","","phage recombination protein Bet",6,"","","","","","","",1,1,1,"","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","","","","1",""
"group_6317","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","1","","","1","1","1","","","","","","","","","","","1"
"group_14961","","phage protein",6,"","","","","","","",1,1,1,"","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","","","","1",""
"group_7603","yhdJ_2","phage protein",6,"","","","","","","",1,1,1,"","","","","","","","1","","1","","","","","","","1","","","","","1","","","","1","","","1",""
"group_12126","","phage capsid and scaffold",6,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","1","1",""
"group_13826","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","","","","1",""
"group_5967","msbA_1","ABC transporter ATP-binding protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1"
"group_16704","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","1","1","","1","","1","","","1"
"group_9818","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","1","","1","","1","","","","","","","1","","","","","1","","","","","","","1",""
"group_15223","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","1","","1","","","","","","","1","","","","","1","","","","1","","","1",""
"group_12377","","phage terminase small subunit",6,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","1","","","","","1","","1","","1","","","1"
"group_8748","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","1","1","","1","","1","","","1"
"group_2039","nanA_1","glucokinase",6,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","","","1","",""
"group_8819","","prophage protein",6,"","","","","","","",1,1,1,"","","","1","1","","1","","","","1","1","","","","","","","","","1","","","","","","","","",""
"group_11362","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","","","","","","","","","","","","","","","","","1","1","1","","","","1","","","","1","",""
