"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","19183_3#95","17794_7#118","14520_4#91","14410_6#47","19646_1#31","19183_3#22","17794_8#94","17794_8#103","17794_7#127","17428_8#144","16399_5#7","15873_5#73","15873_5#72","15873_5#35","15873_3#65","15873_2#42","15531_4#73","15531_4#68","14520_7#67","15873_3#8","14520_7#70","14520_7#57","14520_7#54","17794_8#12","17794_7#14","17794_7#136","17428_8#134","17428_8#111","16399_7#75","16399_5#46","15873_5#71","15531_5#61","19183_3#20","17794_7#109","17428_8#175","17428_8#167","17428_8#156","17428_8#137","17428_8#135","16399_7#11","16399_5#26","16399_5#15","15873_5#68","14520_4#27","14410_4#2","16399_7#70","16399_7#19","16399_5#33","17794_8#31","15531_5#46"
"group_89","","transposase",28,"","","","","","","",1,1,1,"1","1","","","1","","","","1","1","","","","","","1","1","","","1","1","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","","1","","","1","1","","","1","1",""
"group_9586","scrB","glycosyl hydrolases family 32",28,"","","","","","","",1,1,1,"1","1","1","1","","1","1","1","1","1","","","","1","","","","","","1","","","","1","1","1","","","","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","1","1",""
"IS1381-truncation_2","","mobile genetic element",28,"","","","","","","",1,1,1,"1","1","","1","","1","1","1","1","1","","1","1","","1","","","","","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","1","","1","1"
"group_2141","gspA_1","glycosyl transferase family protein",27,"","","","","","","",1,1,1,"1","1","","","1","","","","","","1","","1","1","1","1","1","","1","","1","","1","1","1","1","","","","","1","1","","1","","1","","1","","1","1","1","1","1","","","","","1","1"
"group_14736","","Membrane protein",27,"","","","","","","",1,1,1,"1","","","","","1","","1","1","1","","","","","1","1","","","","","1","1","1","1","","1","","1","1","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","","",""
"group_17462","","phage protein",27,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","1","1","","1","1","1","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","",""
"group_42","IS1167-truncation","transposase",27,"","","","","","","",1,1,1,"","","1","","1","1","","1","1","","1","","","1","1","1","","","","","1","","","1","1","1","1","1","","","","1","","","","1","1","","1","","1","1","","1","1","1","1","1","1",""
"group_2289","","PTS system transporter subunit IIA",27,"","","","","","","",1,1,1,"1","","1","","1","1","1","1","1","1","","","","1","1","","","1","","","","","","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","","","","","1","","","","1",""
"group_4400","","Protein of unknown function (DUF2812)",27,"","","","","","","",1,1,1,"","","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","","","","","1","","","","","1","","1","1","1","1","1","1","1","1","","","","1"
"kfoC_2","","glycosyltransferase involved in cell wall biogenesis",27,"","","","","","","",1,1,1,"1","1","1","1","","","","","1","","","1","","1","1","1","1","1","1","","1","1","1","","","","","","1","","1","1","","","","","1","","","1","","1","1","1","","1","1","1","","1"
"deoD_1","","phosphorylase Pnp/Udp family protein",27,"","","","","","","",1,1,1,"1","1","1","1","","","","","1","","","1","","1","1","1","1","1","1","","1","1","1","","","","","","1","","1","1","","","","","1","","","1","","1","1","1","","1","1","1","","1"
"group_20305","","hypothetical protein",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_20303","cap8A","capsular polysaccharide biosynthesis protein Wzd",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_20304","wchK","ss-14-galactosyltransferase",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_18673","wchL","ss-13-N-acetylglucosaminyltransferase",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_966","","IS630-Spn1 transposase Orf1",26,"","","","","","","",1,1,1,"1","1","1","","1","1","1","1","1","1","","","","","","","","1","1","","","","","1","1","1","1","1","","","","","1","1","1","1","1","1","1","","","","","","1","","","1","1",""
"group_17709","wchJ","putative glycosyl transferase enhancer",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_20048","wchM","ss-14-galactosyltransferase",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_18595","wzx","transporter",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"wchX","","glycerol phosphotransferase WchX",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"wchZ","","nucleotidyl transferase WchZ",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"wchY","","glycerol-2-phosphate dehydrogenase WchY",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_7864","glpK","glycerol kinase",26,"","","","","","","",1,1,1,"","","","","1","","","1","1","","1","1","1","1","1","1","","","","1","1","1","1","1","","1","1","1","1","1","1","","","1","","","1","","","","1","","1","","","","","","1","1"
"group_11489","wze","capsule biosynthesis tyrosine-protein kinase Wze",26,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_14719","lacA","galactose-6-phosphate isomerase subunit LacA",26,"","","","","","","",1,1,1,"","1","1","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","","","","","","","","","1","1","1","","","1","1","1","",""
"group_17368","saeR","response regulator",26,"","","","","","","",1,1,1,"","1","","","1","1","1","1","","1","1","","1","","1","","","","","1","","","","1","1","1","1","1","","1","","","1","1","1","1","","1","1","","1","","","1","1","","","","1",""
"dsbD_2","","cytochrome c-type biogenesis protein CcdA",26,"","","","","","","",1,1,1,"1","","","","1","1","1","1","1","1","","1","1","","","","","1","1","","","","","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","","","","","","","","1","1",""
"group_10752","","membrane protein",26,"","","","","","","",1,1,1,"","","1","","1","","","","","","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","","","","1","","","","","","","","1","1","1","1","1","","1","","1","",""
"group_5759","kfoC_2","glycosyltransferase involved in cell wall biogenesis",25,"","","","","","","",1,1,1,"","","","","1","1","1","1","","1","1","","1","","1","","","","","1","","","","1","1","1","1","1","","1","","","1","1","1","1","","1","1","","1","","","1","1","","","","1",""
"group_13657","","transmembrane protein",25,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_6417","rpsD","30S ribosomal protein S4",25,"","","","","","","",1,1,1,"","","","","1","1","1","1","","1","1","","1","","1","","","","","1","","","","1","1","1","1","1","","1","","","1","1","1","1","","1","1","","1","","","1","1","","","","1",""
"group_17954","wchN","capsular polysaccharide synthesis protein",25,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"wciA","","phosphotransferase",25,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_3438","rlmCD_2","RNA methyltransferase",25,"","","","","","","",1,1,1,"","","1","","1","1","","","1","","1","","","1","1","1","","","","","1","","","1","1","","1","1","","","","1","","","","1","1","","1","","1","1","","1","1","1","1","1","1",""
"group_9433","ktrB","Trk transporter membrane-spanning protein - K+ transport",25,"","","","","","","",1,1,1,"","","","","1","1","1","1","","1","1","","1","","1","","","","","1","","","","1","1","1","1","1","","1","","","1","1","1","1","","1","1","","1","","","1","1","","","","1",""
"group_4163","ecsA_2","Na+ ABC transporter ATP-binding protein",25,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","1","1","1","","1","1","","","","","","","1","1","","","","1","","","","1","","1","1","1","","1","1","1","1","1","1","","","","1","1"
"group_497","hsdS_1","type I restriction-modification system S protein",25,"","","","","","","",1,1,1,"1","1","","1","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","","","","","","","","1","1","1",""
"group_2660","lepA","GTP-binding protein LepA",25,"","","","","","","",1,1,1,"","1","1","","","","","","","","1","1","1","1","1","1","1","1","","1","1","","","","","","","","1","1","1","1","","","","","1","","","","1","1","1","1","","1","1","1","","1"
"group_126","","chlorohydrolase",25,"","","","","","","",1,1,1,"1","","","1","1","1","1","1","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","1","1","1","1","","1","1","1","","","","","1","","","","1","1"
"phtD","","histidine triad protein D",25,"","","","","","","",1,1,1,"1","","","","","","1","","","","1","1","1","1","1","1","","1","1","1","","1","1","1","1","","","1","","1","","1","","","","","","","","","","","","1","1","1","1","1","1","1"
"ktrB","","Trk transporter membrane-spanning protein - K+ transport",25,"","","","","","","",1,1,1,"1","1","1","1","","","","","1","","","1","","1","","1","1","1","1","","1","1","1","","","","","","1","","1","1","","","","","1","","","1","","1","1","","","1","1","1","","1"
"pgdA","","peptidoglycan N-acetylglucosamine deacetylase A",25,"","","","","","","",1,1,1,"","1","1","","","","","","","","1","1","","1","1","1","","","","1","1","","1","","1","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1"
"rlmCD_2","","RNA methyltransferase",25,"","","","","","","",1,1,1,"1","1","","1","","","1","1","","1","","1","1","","","","1","1","1","1","","1","1","","","1","","","1","1","1","","1","1","1","","","1","","1","","","1","","","","","","","1"
"group_5690","","Phage protein",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","1","","1","1","1","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_5699","","phage protein",24,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_12011","","phage protein",24,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_11055","dnaC_2","DNA replication protein",24,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_2247","","gp24",24,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_14960","","phage protein",24,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_666","transposase_D","transposase family protein",24,"","","","","","","",1,1,1,"1","1","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","","1","","1","","","","1","","",""
"group_668","","transposase",24,"","","","","","","",1,1,1,"1","1","","","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","","1","","1","","","","1","","",""
"group_8498","pgdA","peptidoglycan N-acetylglucosamine deacetylase A",24,"","","","","","","",1,1,1,"1","","","1","1","1","1","1","1","1","","","1","","","","1","1","1","","","1","","1","","1","1","1","1","","","","1","1","1","1","1","","1","","","","","","","","","","",""
"group_18339","","hypothetical protein",24,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_10757","","membrane protein",24,"","","","","","","",1,1,1,"1","1","","1","","1","1","1","1","1","","","","","1","","","","","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","1","","1","1"
"group_19655","","phage protein",24,"","","","","","","",1,1,1,"","","","","","1","","1","1","1","","1","","","","","1","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","",""
"group_12837","potA_2","ferric cations import ATP-binding protein FbpC",24,"","","","","","","",1,1,1,"1","1","","1","","1","1","1","1","1","","","","","1","","","","","1","","","","","","","","","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","1","","1","1"
"group_6912","","IS66 family Orf1",24,"","","","","","","",1,1,1,"1","","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","","","1","","","","","1","","1","1","","","","","","1","","1","1","","1","","1","","","","","1"
"group_6257","aliB2","lipoprotein putative",24,"","","","","","","",1,1,1,"","","","1","1","1","1","1","1","1","","","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","1"
"group_743","transposase_C","transposase",24,"","","","","","","",1,1,1,"1","","","1","1","1","1","1","1","1","","","1","","","","1","1","1","","","1","","1","","1","1","1","1","","","","1","1","1","1","1","","1","","","","","","","","","","",""
"group_86","IS1167-truncation","transposase",24,"","","","","","","",1,1,1,"","1","1","","1","1","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","1","","","1","1","1","1","1","1","","","","1","1","","","1","1","1","","1"
"group_3046","lytA_3","phage protein",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","1","","1","","","","1","1","","1","1","1","","1","1","1","1","","","","","","","","","","","1","1","1","","1","","","1","1","1","1","1","","1","1","","1","","1"
"group_6643","","surface anchored protein",24,"","","","","","","",1,1,1,"1","","","","","1","1","1","1","1","","1","1","","","","","1","","","","","","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","","","","","","","","1","1",""
"group_8719","pphA","serine/threonine protein phosphatase",24,"","","","","","","",1,1,1,"","1","1","","","","","","","","1","1","1","1","1","1","1","1","","1","1","","","","","","","","1","1","1","1","","","","","1","","","","1","1","1","1","","1","1","1","",""
"group_12235","dsbD_2","cytochrome c-type biogenesis protein CcdA",24,"","","","","","","",1,1,1,"","1","1","1","","","","","","","1","","","1","1","1","1","","","1","1","1","1","","","","","","1","1","1","1","","","","","","","","","1","1","1","1","1","1","1","","","1"
