"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","16399_5#8","15873_3#71","15873_3#63","15873_3#60","15873_3#57","15873_3#26","15873_2#47","15873_2#2","15873_2#16","15531_5#86","15531_4#51","15378_2#58","14520_5#90","14520_5#22","14410_4#78","14723_2#1","10395_5#60","17794_8#95","17794_8#55","17794_8#46","17794_7#121","17794_7#11","17428_8#189","17428_8#172","16453_2#61","16453_2#57","16453_2#50","16453_2#44","16453_2#26","16453_2#25","16399_7#72","16399_7#65","16399_7#64","16399_7#56","16399_7#5","16399_7#49","16399_7#26","16399_6#77","16399_6#47","16399_6#46","16399_6#34","16399_6#25","16399_6#18","16399_5#35","15873_5#33","15873_5#30","15873_2#39","15531_7#9","15531_7#14","15531_5#58","15531_5#54","14893_8#5","14520_7#12","14520_5#95","14520_5#78","14520_5#75","14520_5#58","14520_5#56","14520_5#30","14520_5#3","14520_5#19","14520_5#13","14520_4#92","14520_4#85","14520_4#79","14520_4#36","14410_5#8","14410_4#40","9789_2#7","22841_1#148","22027_1#118","15531_6#73","14520_7#90","14520_7#38","14520_4#7","16453_2#40","16453_2#17","16399_7#62","14520_4#14"
"group_9113","tabA_1","beta-galactosidase subunit beta",41,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","","","","1","1","1","","","1","","","","1","1","1","","1","1","1","1","","","","","","1","1","1","1","1","1","","1","1","","1","","","","1","","","","","","","","","","","",""
"nanA_1","","sialidase A (neuraminidase A)",41,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","","","","1","1","1","","","1","","","","1","1","1","","1","1","1","1","","","","","","1","1","1","1","1","1","","1","1","","1","","","","1","","","","","","","","","","","",""
"group_7818","yesO_2","extracellular solute-binding protein",41,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","","","","1","1","1","","","1","","","","1","1","1","","1","1","1","1","","","","","","1","1","1","1","1","1","","1","1","","1","","","","1","","","","","","","","","","","",""
"hsdS_1","","type I restriction-modification system subunit S",41,"","","","","","","",1,1,1,"","1","","","1","","","1","","","","","","","1","","1","1","","1","1","1","1","1","1","","1","1","1","","","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","","1","","1","","","1","","","","1","","","1","1","","","","1","","1","1","","","","","1","1","",""
"group_299","","degenerate transposase (Orf1)",40,"","","","","","","",1,1,1,"","","","","","","","","","1","","","1","","1","","","","","1","","1","1","1","","","1","","1","","1","","","","","","1","","1","1","1","1","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","","","1","","","","","1"
"IS861-truncation_2","","transposase",40,"","","","","","","",1,1,1,"","1","","","","","","","","1","","","","","","1","1","","","","","","","","","1","","","","","1","1","1","1","","1","1","1","1","","1","1","","1","1","","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","","",""
"group_12114","scrK","fructokinase",40,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","","1","1","1","1","","","","","1","1","","","","","","1","1","","","","","","","1","1","","1","","","","1","1","1","1","1","1","1","","1","","","1","","1","","","","","1","1","","","","","","","",""
"galE_3","","IS1380-Spn1 transposase",40,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","1","1","1","1","","1","1","1","","1","","1","1","1","","1","1","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","","1","1","1","1","1","","1","","","","","","","",""
"group_11178","","ABC transporter permeae",39,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","1","1","1","1","","1","1","","1","1","","","","","","","1","1","","1","","","1","1","","1","1","1","1","1","","","1","","","","","","","","","1"
"lytA_6","","autolysin",39,"","","","","","","",1,1,1,"1","","","1","1","1","","","","","","1","","1","","","","1","1","","1","1","1","","","1","","1","","1","1","","","1","1","1","1","1","","","","","","1","","","","1","","","1","","1","1","1","1","","1","1","","1","","1","1","1","","1","1","","1","1","","","","","1","1","",""
"group_14777","","conserved structural protein putative",39,"","","","","","","",1,1,1,"","","1","","","","1","","","","","1","1","","1","","","","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","","1","","","1","","1","1","1","1","1","1","1","","1","","1","1","1","1","","","","1","","1","","","","","","",""
"xerC_2","","prophage maintenance system killer protein",39,"","","","","","","",1,1,1,"1","","1","1","","1","1","","1","1","1","1","1","1","","","1","","1","1","","","","","","1","","","1","","1","","","","","1","","1","","","","","","1","1","","","","","1","","1","","","1","","1","","1","","1","1","","1","1","1","1","","1","","","1","1","1","1","","","1","1"
"scrK","","fructokinase",39,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","1","","1","","1","","","","","1","1","1","1","","","1","1","1","1","1","","","1","1","1","1","1","1","","","1","","1","1","1","","","","","","","","1","","1","1","","1","","1","1","1","1","","","1","1","1","1","1","1","1","1"
"group_15301","","transcriptional modulator of MazE/toxin MazF",38,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","","","","","","","","1","1","","1","1","1","","1","1","1","1","1","1","","1","","","","","","","","","","",""
"group_10792","ssb","single-strand binding protein family",38,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","","","","1","","","","1","1","","","","","1","1","","1","1","1","","1","","1","1","1","1","","1","1","1","","1","","","","1","1","1","1"
"group_477","","degenerate transposase",38,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","1","1","1","1","","","1","","","","1","","1","","1","","1","1","1","","","","","","","","","","",""
"group_5870","dinF","damage inducible DinF protein",38,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","","1","","1","","","","1","1","","","1","1","1","1","","1","1","1","","","","","","","","","","",""
"group_5844","","regulatory protein",38,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","1","","","","","1","","1","","1","1","1","1","1","1","1","1","","","","1","1","","1","","1","1","1","","","1","1","","","","1","","1","","1","1","1","1","1","","1","1","1","1","","1","1","1","","","1","1","","","1","","1","",""
"immR","","type II restriction-modification system regulatory protein",38,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","1","","","","","1","1","","","1","","","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1"
"group_4358","nanA_1","sialidase A (neuraminidase A)",38,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","","","","1","1","","1","1","1","","","","1","","","","","1","1","1","1","1","","","","","","","1","","","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"xerC_1","","prophage maintenance system killer protein",38,"","","","","","","",1,1,1,"","1","","","1","","","1","","","","","","","1","1","1","1","","","1","1","1","1","1","","1","1","","","","1","1","1","1","","1","","1","1","1","1","1","","","1","1","1","1","","1","","1","","","1","","","","1","","","1","","","","","1","","1","1","","","","","1","1","",""
"tabA_1","","beta-galactosidase subunit beta",38,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","","","","1","1","","1","1","1","","","","1","","","","","1","1","1","1","1","","","","","","","1","","","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3778","","hypothetical protein",38,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","1","","","","","1","1","","","1","","","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1"
"group_6605","","hypothetical protein",38,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","1","","","","","1","1","","","1","","","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1"
"yesO_2","","ABC transporter sugar transporter sugar binding lipoprotein-N-acetylneuraminate-binding protein",38,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","","","","","1","","","","","","1","","","","1","","1","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_12766","","type II restriction-modification system regulatory protein",37,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","","1","1","1","1","1","","","1","1","","1","","1","1","1","1","","","1","1","","1","1","1","1","1","","1","1","1","","","","","","","","","","",""
"group_14335","ecsA_2","ABC transporter ATP-binding protein",37,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","","1","1","1","1","","","","","1","1","","","","","","1","1","","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","1","","","1","","1","","","","","","","","","","","","","",""
"group_3190","nfrA2","nitroreductase NADPH-flavin oxidoreductase",37,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","","1","1","1","1","","","","","1","1","","","","","","1","1","","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","1","","","1","","1","","","","","","","","","","","","","",""
"group_1916","","phage portal protein SPP1 family",37,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","1","","1","1","1","","1","","1","","1","1","1","","1","1","","","1","1","1","1","1","1","1","","1","","","","","","","","1","1","","1","1","1","","1","1","1","1","1","","","","","1","1","","","","","1","1","1","1"
"group_19590","","hypothetical protein",37,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","1","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","","1","1","","1","","1","1","1","1","1","1","1","","1","","1","1","1","1","","","","1","1","1","","","","","","",""
"group_4163","ecsA_2","Na+ ABC transporter ATP-binding protein",37,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","1","","1","1","1","1","","","","","1","1","","","","","","1","1","","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","1","","","1","","1","","","","","","","","","","","","","",""
"artM_3","","ABC transporter ATP-binding protein",37,"","","","","","","",1,1,1,"1","1","1","","1","1","1","","1","","1","","","","1","","","","","","","","","","","1","","","","","1","1","1","","","1","1","1","1","1","1","1","","","","1","1","1","","","1","","","1","1","","","","1","1","1","1","","1","","","1","1","","","","1","1","1","","","","","1"
"group_14067","ilvC","ketol-acid reductoisomerase",37,"","","","","","","",1,1,1,"1","1","1","","1","1","1","","1","","1","","","","1","1","","","","","","","","","1","","","","","","1","1","1","","","1","1","","1","1","1","1","","","","1","1","1","","","1","","","1","1","","","","1","1","1","1","","1","","","1","1","","","","1","1","1","","","","","1"
"tabA_2","","beta-galactosidase subunit beta",37,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","1","","","","1","","1","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1"
"group_6198","","phage terminase large subunit",36,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","","1","1","","","","","1","1","","1","1","1","","1","","1","1","1","1","","","1","","","1","","","","1","1","1","1"
"group_12377","","phage terminase small subunit",36,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","1","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","","","1","1","","","","","1","1","","1","1","1","","1","","1","1","1","1","","","1","","","1","","","","1","1","1","1"
"yhbU_1","","U32 family peptidase",36,"","","","","","","",1,1,1,"1","1","1","","","1","1","1","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","1","1","1","","","1","","1","1","1","1","","","1","","1","1","","","1","","","","1","","1","","1","1","","","1","","","","1","1"
"group_2981","","putative Fe-S oxidoreductase",36,"","","","","","","",1,1,1,"1","1","1","","","1","1","1","1","","1","1","1","","1","1","1","","","","","","","","","","","","","","1","1","","","","1","","","","","","1","","","1","","","","1","1","1","1","1","","","1","","1","1","","","1","","","","","","1","1","","1","","1","1","","1","1","1","1"
"group_737","transposase_C","transposase",35,"","","","","","","",1,1,1,"","","","1","","1","","1","1","","","1","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","","","1","","","","","","1","","1","","","","","","","","","","","1","1","","","","","","","1","","","","","1","1","","","","","1","1","1","1"
"group_639","xerC_2","type I restriction-modification system subunit S",35,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","1","1","","1","","1","1","1","1","","1","1","1","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","","","1","","","1","","","1","1","","1","1","","","","","","","","","1","1","1","","","","","","","",""
"group_7565","","GNAT family acetyltransferase",35,"","","","","","","",1,1,1,"","","","1","","","","","1","","","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","1","1","1","","","1","","1","1","","","","","","1","","","","","1","1","","","","","1","","","1","","1","","1","1","","","","1","1","1",""
"group_15665","atpE","F0F1 ATP synthase subunit C",35,"","","","","","","",1,1,1,"","","","1","","","","","1","","","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","1","1","1","","","1","","1","1","","","","","","1","","","","","1","1","","","","","1","","","1","","1","","1","1","","","","1","1","1",""
"group_11177","","ABC transporter permeae",35,"","","","","","","",1,1,1,"1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","","","","","","","","","","1","1","","","","1","","","","","","1","","","1","","","","","1","1","1","1","","","1","","1","1","","","1","","","","","","1","1","","1","1","","","","1","1","1",""
"group_7448","","immunity protein BlpL",34,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","1","","1","1","1","","1","1","","","","1","","","","","1","","","1","1","1","","","1","","1","","1","1","","","","","","","","","","",""
