"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","17175_6#28","17175_5#59","17150_6#29","14566_5#73","14566_4#36","13415_8#21","13470_1#29","14257_1#40","14555_3#38","14412_2#87","13415_7#26","17175_6#44","17175_5#49","14566_5#89","14555_3#87","14412_2#54","14412_2#39","13470_1#10","13415_8#88","13415_7#84","13415_5#87","12837_4#51","12837_2#28","12837_1#19","15874_1#63","17175_8#8","17150_4#37","17138_5#9","17059_8#22","15995_2#25","15995_1#147","15841_5#74","15841_5#14","15841_1#60","15841_1#12","15731_8#83","15731_8#2","14913_5#88","14723_6#39","14566_6#50","14566_6#2","14566_5#72","14555_4#49","14412_2#64","13415_8#48","13415_7#96","13415_6#47","13415_5#13","13415_4#11","13414_8#57","12837_5#19","12837_4#80","12291_6#59","12162_1#12","17059_6#67","15995_2#175","15995_1#54","15995_1#48","15873_1#88","15841_3#18","15841_1#94","15841_1#72","15841_1#53","15731_8#68","15731_8#64","15731_8#60","15731_8#30","15731_8#16","14913_7#20","14723_6#49","14723_6#40","14723_6#35","14723_6#31","14723_4#68","14723_4#54","14723_4#39","14555_4#93","14555_3#89","14555_3#47","14412_1#75","14412_1#58","14412_1#57","14412_1#42","14412_1#34","14412_1#26","14412_1#10","14257_1#85","14257_1#59","14257_1#54","14257_1#51","13415_8#6","13415_6#22","12291_6#30","17175_6#78","15995_1#42","15995_1#32","15995_1#23","15873_1#52","15841_3#9","15841_1#82","15841_1#81","15841_1#25","15731_8#66","15731_8#65","15731_8#31","14913_5#20","14723_6#50","14723_4#29","14410_8#80","14410_8#18","13415_4#77","14913_3#75","12837_3#29","12837_2#78","15731_8#54","15841_5#79","15841_4#4","15841_3#95","15841_3#57","15841_3#49","15841_2#31","14257_1#62","17175_5#56","15995_1#82","15995_1#75","15873_1#66","15873_1#51","15841_1#34","14566_4#34","13415_5#71","14257_1#89","17175_5#90","17175_5#14","14257_1#9","12291_6#47","15873_1#81","12837_4#43","13470_1#88","17150_6#16","17059_8#44","14257_1#84","17138_4#61","14410_8#84","15841_5#95","17059_8#68","14913_7#44","14913_7#27","15874_1#57"
"group_5980","","Glycosyl transferase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_4956","","zinc metallopeptidase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"group_21182","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2969","pinR","site-specific DNA recombinase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_3534","","phage protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","",""
"group_16871","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","1","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_18731","","membrane protein",6,"","","","","","","",1,1,1,"1","1","1","","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6103","hemH","protoheme ferro-lyase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","1","1","","","","",""
"group_4801","","degenerate transposase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_399","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_20175","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_16227","","transcription regulator",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1",""
"group_6024","","phage replication protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","",""
"group_14914","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13700","glmU","bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase",6,"","","","","","","",1,1,1,"1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5830","phoU_2","sodium-dependent phosphate transporter",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"group_12880","","phage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"group_8838","","prophage protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_83","","transposase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
